,id,name,blurb,goal,pledged,state,slug,disable_communication,country,currency,currency_trailing_code,deadline,state_changed_at,created_at,launched_at,staff_pick,backers_count,static_usd_rate,usd_pledged,spotlight,name_len,name_len_clean,blurb_len,blurb_len_clean,deadline_weekday,state_changed_at_weekday,created_at_weekday,launched_at_weekday,deadline_month,deadline_day,deadline_yr,deadline_hr,state_changed_at_month,state_changed_at_day,state_changed_at_yr,state_changed_at_hr,created_at_month,created_at_day,created_at_yr,created_at_hr,launched_at_month,launched_at_day,launched_at_yr,launched_at_hr,create_to_launch_days,launch_to_deadline_days,launch_to_state_change_days,SuccessfulBool,USorGB,TOPCOUNTRY,LaunchedTuesday,DeadlineWeekend
6701,1849961810,Sites-Web-FB.com,Professional web design has 50% of the cost of the current work.,15000,0,failed,sites-web-fbcom,FALSE,CA,CAD,TRUE,5/24/15 14:06,5/24/15 14:06,4/5/15 12:18,4/24/15 14:06,FALSE,0,0.81547112,0,FALSE,1,1,12,7,Sunday,Sunday,Sunday,Friday,5,24,2015,14,5,24,2015,14,4,5,2015,12,4,24,2015,14,19,30,30,0,0,0,0,1
6702,1231132346,ADOPTEZUNBIEN.COM,"vendez,louez ou achetez un bien immobilier avec 0% de commission.Site d'annonces et services immobiliers entre particuliers",5000,0,failed,adoptezunbiencom,FALSE,FR,EUR,FALSE,10/30/15 4:25,10/30/15 4:25,6/12/15 9:14,9/10/15 4:25,FALSE,0,1.11809798,0,FALSE,1,1,16,16,Friday,Friday,Friday,Thursday,10,30,2015,4,10,30,2015,4,6,12,2015,9,9,10,2015,4,89,50,50,0,0,0,0,0
6703,1980418214,Do something good - the beneficial search engine,"We all use google every day. We could do so much good in time. With the ""do something good"" search engine you could do both at once.",7000,0,failed,do-something-good-the-beneficial-search-engine,FALSE,DE,EUR,FALSE,1/2/17 16:33,1/2/17 16:33,11/1/16 23:00,11/3/16 16:33,FALSE,0,1.10680686,0,FALSE,8,7,27,18,Monday,Monday,Tuesday,Thursday,1,2,2017,16,1,2,2017,16,11,1,2016,23,11,3,2016,16,1,60,60,0,0,0,0,0
6704,101156819,Freddy's List - The Complete Marine Classifieds,"Buy it, sell it, rent it, list it, trade it, fix it... You offer it or find it all here. Freddy's List is your one stop resource...",4700,0,failed,freddys-list-the-complete-marine-classifieds,FALSE,US,USD,TRUE,7/16/16 12:20,7/16/16 12:20,6/11/16 11:52,6/16/16 12:20,FALSE,0,1,0,FALSE,7,7,27,21,Saturday,Saturday,Saturday,Thursday,7,16,2016,12,7,16,2016,12,6,11,2016,11,6,16,2016,12,5,30,30,0,1,1,0,1
6705,1016855867,We Love Your Pets and People at FacesByPlaces.com,While we get caught up on our Social Project Animals also need a Place to Socialize with Family and Friends. They need to Connect.,20000,0,failed,we-love-your-pets-and-people-at-facesbyplacescom,FALSE,US,USD,TRUE,10/3/14 21:03,10/3/14 21:03,8/30/14 18:33,9/3/14 21:03,FALSE,0,1,0,FALSE,8,6,24,15,Friday,Friday,Saturday,Wednesday,10,3,2014,21,10,3,2014,21,8,30,2014,18,9,3,2014,21,4,30,30,0,1,1,0,0
6706,1114432303,Cash4Clans.com,This project is to create a site for Clash of Clan users to share/buy/sell villages as well as discuss game strategies and topics.,10000,1,failed,cash4clanscom,FALSE,US,USD,TRUE,4/5/15 23:43,4/5/15 23:43,2/19/15 16:03,3/6/15 23:43,FALSE,1,1,1,FALSE,1,1,23,14,Sunday,Sunday,Thursday,Friday,4,5,2015,23,4,5,2015,23,2,19,2015,16,3,6,2015,23,15,30,30,0,1,1,0,1
6707,1253074086,Modern Social Networking Early Education,"We have started working on tailored programs for 5th-12th grades, and Parents on the benefits and costs of Social Networking.",300000,200,failed,modern-social-networking-early-education,FALSE,US,USD,TRUE,12/15/16 23:16,12/15/16 23:16,11/14/16 23:28,11/15/16 23:16,FALSE,2,1,200,FALSE,5,5,20,12,Thursday,Thursday,Monday,Tuesday,12,15,2016,23,12,15,2016,23,11,14,2016,23,11,15,2016,23,0,30,30,0,1,1,1,0
6708,1406505127,"ChatterBox - Say anything, anywhere on the web","ChatterBox is a browser extension / addon that allows you to comment what you want, where you want anywhere on the web.",500,15,failed,chatterbox-say-anything-anywhere-on-the-web,FALSE,CA,CAD,TRUE,3/25/15 16:29,3/25/15 16:29,2/23/15 11:31,2/23/15 16:29,FALSE,1,0.79791839,11.96877585,FALSE,8,6,22,11,Wednesday,Wednesday,Monday,Monday,3,25,2015,16,3,25,2015,16,2,23,2015,11,2,23,2015,16,0,30,30,0,0,0,0,0
6709,53517226,"KOE ""Voice of the internet""","KOE, redefining internet history",35000,150,failed,koe-voice-of-the-internet,FALSE,AU,AUD,TRUE,11/28/14 23:40,11/28/14 23:40,9/26/14 19:23,10/29/14 23:40,FALSE,4,0.88632917,132.9493755,FALSE,5,3,4,4,Friday,Friday,Friday,Wednesday,11,28,2014,23,11,28,2014,23,9,26,2014,19,10,29,2014,23,33,30,30,0,0,0,0,0
6710,1173475160,felnet - Your New Social Network,The best Social Network Ever!,3500,30,failed,felnet-your-new-social-network,FALSE,AT,EUR,FALSE,10/8/15 1:00,10/8/15 1:00,10/1/15 5:37,10/2/15 0:10,FALSE,1,1.11648388,33.4945164,FALSE,6,6,5,5,Thursday,Thursday,Thursday,Friday,10,8,2015,1,10,8,2015,1,10,1,2015,5,10,2,2015,0,0,6,6,0,0,0,0,0
6711,53629954,urlRead: Paste a URL and have it read to you for free.,"We're developing an app and website so your able to have articles read to you. Great for the blind, driving, beach, gym and more!",25000,20,failed,urlread-paste-a-url-and-have-it-read-to-you-for-fr,FALSE,US,USD,TRUE,1/17/16 14:27,1/17/16 14:27,12/12/15 17:42,12/18/15 14:27,FALSE,1,1,20,FALSE,12,5,24,14,Sunday,Sunday,Saturday,Friday,1,17,2016,14,1,17,2016,14,12,12,2015,17,12,18,2015,14,5,30,30,0,1,1,0,1
6712,1848758095,.UnBeatleble.com,The Absolutely Finest Beatles Website On The Entire Planet,50000,0,failed,unbeatleblecom,FALSE,US,USD,TRUE,3/31/15 19:12,3/31/15 19:12,1/23/15 19:12,2/1/15 17:46,FALSE,0,1,0,FALSE,1,1,9,9,Tuesday,Tuesday,Friday,Sunday,3,31,2015,19,3,31,2015,19,1,23,2015,19,2,1,2015,17,8,58,58,0,1,1,0,0
6713,2021204653,Gamerz Buffet,A website devoted to new gen video games where members and users can vote and have their say on ratings and reviews.,25000,0,failed,gamerz-buffet,FALSE,CA,CAD,TRUE,5/1/15 16:39,5/1/15 16:39,3/27/15 10:18,3/27/15 16:39,FALSE,0,0.80002176,0,FALSE,2,2,22,13,Friday,Friday,Friday,Friday,5,1,2015,16,5,1,2015,16,3,27,2015,10,3,27,2015,16,0,35,35,0,0,0,0,0
6714,344442000,Connect Communications,"We are creating a one stop communications comparison shopping portal, for customers to see the best promotions, ratings and reviews.",100000,0,failed,connect-communications,FALSE,US,USD,TRUE,1/18/15 16:02,1/18/15 16:02,12/17/14 15:16,12/19/14 16:02,FALSE,0,1,0,FALSE,2,2,20,14,Sunday,Sunday,Wednesday,Friday,1,18,2015,16,1,18,2015,16,12,17,2014,15,12,19,2014,16,2,30,30,0,1,1,0,1
6715,219216081,Bitjunkyz.com,We are a Social Network site that is dedicated to all forms gaming.,13000,0,failed,bitjunkyzcom,FALSE,US,USD,TRUE,6/14/15 16:50,6/14/15 16:50,4/14/15 16:47,4/15/15 16:50,FALSE,0,1,0,FALSE,1,1,13,7,Sunday,Sunday,Tuesday,Wednesday,6,14,2015,16,6,14,2015,16,4,14,2015,16,4,15,2015,16,1,60,60,0,1,1,0,1
6716,95482668,Massive Collaborative Online Artificial Intelligence,Be a part of the on line artificial intelligence revolution.,20000,6,failed,massive-collaborative-online-artificial-intelligen,FALSE,AU,AUD,TRUE,2/10/16 17:19,2/10/16 17:19,12/7/15 16:07,12/22/15 17:19,FALSE,2,0.71620822,4.29724932,FALSE,5,5,10,6,Wednesday,Wednesday,Monday,Tuesday,2,10,2016,17,2,10,2016,17,12,7,2015,16,12,22,2015,17,15,50,50,0,0,0,1,0
6717,2028367340,Make Your Own Gasket,"Scanned scale size auto,boat, and  ATV gaskets so they can be made by you at home for same-day use.",50000,10,failed,make-your-own-gasket,FALSE,US,USD,TRUE,11/23/14 17:50,11/23/14 17:50,10/14/14 13:02,10/24/14 17:50,FALSE,1,1,10,FALSE,4,4,19,10,Sunday,Sunday,Tuesday,Friday,11,23,2014,17,11,23,2014,17,10,14,2014,13,10,24,2014,17,10,30,30,0,1,1,0,1
6718,1241382620,The Social Network for Civic Engagement,"Solving the problem of money in politics and connecting us to candidates, officials, and organizations in our community.",5000,330,failed,ulection-your-community-network,FALSE,US,USD,TRUE,9/1/16 1:59,9/1/16 1:59,4/28/16 16:37,8/1/16 2:26,FALSE,6,1,330,FALSE,6,5,18,10,Thursday,Thursday,Thursday,Monday,9,1,2016,1,9,1,2016,1,4,28,2016,16,8,1,2016,2,94,30,30,0,1,1,0,0
6719,644304317,Whata-ya-need.com,I have 550 websites of questions. I want it these websites to be a specific subset of the Universe of Google. I call it Galaxy UKN.,1500,0,failed,whata-ya-needcom,FALSE,US,USD,TRUE,12/26/14 12:49,12/26/14 12:49,11/11/14 23:26,11/26/14 12:49,FALSE,0,1,0,FALSE,1,1,26,15,Friday,Friday,Tuesday,Wednesday,12,26,2014,12,12,26,2014,12,11,11,2014,23,11,26,2014,12,14,30,30,0,1,1,0,0
6720,1571272077,FINDITNOW,"I would like to Create a Classified Ad website for the entire united states, Our page will be safe and secure Ad's with 24hrs monitorin",3000,6,failed,finditnow,FALSE,US,USD,TRUE,6/20/16 13:02,6/20/16 13:02,4/19/16 23:58,4/21/16 13:02,FALSE,2,1,6,FALSE,1,1,25,17,Monday,Monday,Tuesday,Thursday,6,20,2016,13,6,20,2016,13,4,19,2016,23,4,21,2016,13,1,60,60,0,1,1,0,0
6721,732471775,Dumpster,"Dumpster is a place where can share your videos without restrictions . As long it's legal, it won't get taken down.",5000,156,failed,dumpster,FALSE,US,USD,TRUE,9/13/16 16:40,9/13/16 16:40,6/29/16 9:49,7/25/16 16:40,FALSE,2,1,156,FALSE,1,1,21,15,Tuesday,Tuesday,Wednesday,Monday,9,13,2016,16,9,13,2016,16,6,29,2016,9,7,25,2016,16,26,50,50,0,1,1,0,0
6722,630729065,COPRODU Online music/sound production,"We want to create a platform on which producers can work together or alone to produce new music.
Produce, share, sell on one platform.",115000,5,failed,coprodu-online-music-sound-production,FALSE,BE,EUR,FALSE,3/15/16 15:25,3/15/16 15:25,1/22/16 6:52,1/25/16 15:25,FALSE,1,1.07975153,5.39875765,FALSE,4,4,24,16,Tuesday,Tuesday,Friday,Monday,3,15,2016,15,3,15,2016,15,1,22,2016,6,1,25,2016,15,3,50,50,0,0,0,0,0
6723,1044588998,Book a kennel online,Online booking system for all kennels and catteries across the UK with location based services.,20000,5,failed,book-a-kennel-online,FALSE,GB,GBP,FALSE,3/14/15 1:06,3/14/15 1:06,1/10/15 12:56,1/13/15 1:06,FALSE,1,1.51687064,7.5843532,FALSE,4,3,15,10,Saturday,Saturday,Saturday,Tuesday,3,14,2015,1,3,14,2015,1,1,10,2015,12,1,13,2015,1,2,60,60,0,1,1,1,1
6724,1562335398,Right After Work,Get Things Done Right After Work,250000,10,failed,right-after-work,FALSE,US,USD,TRUE,10/23/15 11:31,10/23/15 11:31,8/22/15 16:16,8/24/15 11:31,FALSE,1,1,10,FALSE,3,3,6,6,Friday,Friday,Saturday,Monday,10,23,2015,11,10,23,2015,11,8,22,2015,16,8,24,2015,11,1,60,60,0,1,1,0,0
6725,1220992742,Forex For Teens ( FFT ),New project i'm working on for teens in high school that gives them a skill to make money and a better career choice!!!,50000,0,failed,forex-for-teens-fft,FALSE,US,USD,TRUE,1/22/16 13:20,1/22/16 13:20,12/21/15 22:50,12/23/15 13:20,FALSE,0,1,0,FALSE,6,6,23,14,Friday,Friday,Monday,Wednesday,1,22,2016,13,1,22,2016,13,12,21,2015,22,12,23,2015,13,1,30,30,0,1,1,0,0
6726,988667298,Cyber Democracy,This will be a global website where a simple click to vote on legislation and specific parts will count as signing a petition.,10000,150,failed,cyber-democracy,FALSE,CA,CAD,TRUE,4/3/15 15:15,4/3/15 15:15,2/5/15 13:57,2/17/15 15:15,FALSE,2,0.80426,120.639,FALSE,2,2,23,12,Friday,Friday,Thursday,Tuesday,4,3,2015,15,4,3,2015,15,2,5,2015,13,2,17,2015,15,12,45,45,0,0,0,1,0
6727,457572830,Forget Me Not,Time is possibly the most valuable commodity known to man. How will you use your time? Will you make the most of it?,3000,21,failed,forget-me-not-4,FALSE,US,USD,TRUE,7/22/16 15:00,7/22/16 15:00,6/13/16 12:52,6/23/16 17:50,FALSE,2,1,21,FALSE,3,3,23,12,Friday,Friday,Monday,Thursday,7,22,2016,15,7,22,2016,15,6,13,2016,12,6,23,2016,17,10,28,28,0,1,1,0,0
6728,731734261,Markershare,Simple way to group and share your links,25000,0,failed,markershare,FALSE,IT,EUR,FALSE,12/6/15 10:54,12/6/15 10:54,10/6/15 13:44,10/7/15 10:54,FALSE,0,1.11835932,0,FALSE,1,1,8,5,Sunday,Sunday,Tuesday,Wednesday,12,6,2015,10,12,6,2015,10,10,6,2015,13,10,7,2015,10,0,60,60,0,0,0,0,1
6729,1084242562,"Consider it a comeback, MySpace Retro!",If you've been looking for a new way to reconnect with the past or maybe just take a step back in time and be a part of history that...,70000,0,failed,consider-it-a-comeback-myspace-retro,FALSE,US,USD,TRUE,4/11/15 6:15,4/11/15 6:15,1/26/15 9:02,2/10/15 6:15,FALSE,0,1,0,FALSE,6,4,29,15,Saturday,Saturday,Monday,Tuesday,4,11,2015,6,4,11,2015,6,1,26,2015,9,2,10,2015,6,14,60,60,0,1,1,1,1
6730,48746369,The Revolution of Virtual Marketplace,An virtual marketplace implementing new model to empower online sellers,30000,0,failed,mingofy-the-revolution-of-virtual-marketplace,FALSE,US,USD,TRUE,1/12/16 21:15,1/12/16 21:15,11/10/15 15:59,12/7/15 21:15,FALSE,0,1,0,FALSE,5,4,10,9,Tuesday,Tuesday,Tuesday,Monday,1,12,2016,21,1,12,2016,21,11,10,2015,15,12,7,2015,21,27,36,36,0,1,1,0,0
6731,1346092952,INYOUREYES.TV,We are developing a multimedia website that allows people to experience the lives of others through their eyes.,8000,50,failed,inyoureyestv,FALSE,US,USD,TRUE,12/11/15 11:42,12/11/15 11:42,11/4/15 17:17,11/11/15 11:42,FALSE,1,1,50,FALSE,1,1,18,10,Friday,Friday,Wednesday,Wednesday,12,11,2015,11,12,11,2015,11,11,4,2015,17,11,11,2015,11,6,30,30,0,1,1,0,0
6732,916080730,Create my web server based on cats,"I want to host a website forum where people can post funny home videos, pictures and/or stories based on cats.",600,402,failed,create-my-web-server-based-on-cats,FALSE,US,USD,TRUE,7/24/16 21:18,7/24/16 21:18,6/23/16 14:37,6/24/16 21:18,FALSE,3,1,402,FALSE,7,5,20,15,Sunday,Sunday,Thursday,Friday,7,24,2016,21,7,24,2016,21,6,23,2016,14,6,24,2016,21,1,30,30,0,1,1,0,1
6733,1751239529,The £1 challenge,"The £1 challenge, the aim is to make as much money within 365 days of starting this adventure.No handouts allowed, we welcome bartering",10000,0,failed,the-1-challenge,FALSE,GB,GBP,FALSE,4/30/15 5:18,4/30/15 5:18,3/14/15 6:02,3/17/15 15:49,FALSE,0,1.47598426,0,FALSE,3,3,23,16,Thursday,Thursday,Saturday,Tuesday,4,30,2015,5,4,30,2015,5,3,14,2015,6,3,17,2015,15,3,43,43,0,1,1,1,0
6734,427498648,Develop a website to collate NBN Plans,We will be creating a website to allow searches for the best NBN and phone plans for each of the 4 speeds on offer.,3000,0,failed,develop-a-website-to-collate-nbn-plans,FALSE,AU,AUD,TRUE,3/27/15 0:59,3/27/15 0:59,2/24/15 23:59,2/25/15 20:52,FALSE,0,0.77695007,0,FALSE,7,5,24,12,Friday,Friday,Tuesday,Wednesday,3,27,2015,0,3,27,2015,0,2,24,2015,23,2,25,2015,20,0,29,29,0,0,0,0,0
6735,1650851056,Zmatches.com,The World's first Interactive Listing Service where each posting works tirelessly to find its Buyer Match.,75000,1,failed,zmatchescom,FALSE,US,USD,TRUE,2/28/15 19:00,2/28/15 19:00,1/22/15 23:16,1/28/15 14:35,FALSE,1,1,1,FALSE,1,1,16,12,Saturday,Saturday,Thursday,Wednesday,2,28,2015,19,2,28,2015,19,1,22,2015,23,1,28,2015,14,5,31,31,0,1,1,0,1
6736,137260907,Pacoo Localshopping,"PACOO è un portale di local shopping che permette alle persone di cercare un prodotto, più vicino possibile e al miglior prezzo.",15000,0,failed,pacoo-localshopping,FALSE,IT,EUR,FALSE,9/21/15 9:11,9/21/15 9:11,6/16/15 11:12,7/23/15 9:11,FALSE,0,1.09310763,0,FALSE,2,2,22,22,Monday,Monday,Tuesday,Thursday,9,21,2015,9,9,21,2015,9,6,16,2015,11,7,23,2015,9,36,60,60,0,0,0,0,0
6737,1576488960,SchoolTank,"A children's safe website to support school learning with lessons, projects, and activities that encourage expanding knowledge.",800,0,failed,schooltank,FALSE,US,USD,TRUE,9/5/15 9:51,9/5/15 9:51,8/5/15 10:38,8/6/15 9:51,FALSE,0,1,0,FALSE,1,1,17,13,Saturday,Saturday,Wednesday,Thursday,9,5,2015,9,9,5,2015,9,8,5,2015,10,8,6,2015,9,0,30,30,0,1,1,0,1
6738,530624105,Bragse.com Black Empowerment Community,"A website that serves as a foundation for people of color to build together, bounce ideas, support each other's businesses, and educate",5000,307,failed,bragsecom-black-empowerment-community,FALSE,US,USD,TRUE,7/5/15 10:53,7/5/15 10:53,6/4/15 13:52,6/5/15 10:53,FALSE,17,1,307,FALSE,4,4,22,14,Sunday,Sunday,Thursday,Friday,7,5,2015,10,7,5,2015,10,6,4,2015,13,6,5,2015,10,0,30,30,0,1,1,0,1
6739,315593760,The Online Busker - Legal Music Downloads,The Online Music Busker - Free legal music download platform where you decide how much to donate to the musician or artist.,1250,1,failed,the-online-busker-legal-music-downloads,FALSE,IE,EUR,FALSE,1/2/15 15:53,1/2/15 15:53,11/2/14 16:50,11/3/14 15:53,FALSE,1,1.25247677,1.25247677,FALSE,7,7,22,15,Friday,Friday,Sunday,Monday,1,2,2015,15,1,2,2015,15,11,2,2014,16,11,3,2014,15,0,60,60,0,0,0,0,0
6740,1188140793,Pactivist: Making dreams come true—two or more—at a time.,A social media app/vertical site where likeminded people pair up to turn dreams—from a DIY remodel to finishing a novel—into reality!,33000,827,failed,pactivist-making-dreams-come-truetwo-or-moreat-a-t,FALSE,US,USD,TRUE,4/2/15 6:52,4/2/15 6:52,12/17/14 8:13,2/28/15 6:52,FALSE,14,1,827,FALSE,9,7,21,15,Thursday,Thursday,Wednesday,Saturday,4,2,2015,6,4,2,2015,6,12,17,2014,8,2,28,2015,6,72,33,33,0,1,1,0,0
6741,1868064339,Raid Organizer,"The RO site will allow people to connect, organize, and run raids on console MMO's. Created for mature gamers with limited play time.",5000,4086,failed,raid-organizer,FALSE,US,USD,TRUE,9/1/15 1:00,9/1/15 1:00,7/22/15 15:28,8/3/15 20:28,FALSE,62,1,4086,FALSE,2,2,23,17,Tuesday,Tuesday,Wednesday,Monday,9,1,2015,1,9,1,2015,1,7,22,2015,15,8,3,2015,20,12,28,28,0,1,1,0,0
6742,7213939,Current Weather Tweets (Canceled),To replace failed weather station hardware in order to reinstate the current weather tweets formerly published by @norfolknerdwthr,510,0,canceled,current-weather-tweets,FALSE,GB,GBP,FALSE,8/30/14 15:53,8/24/14 12:52,7/30/14 7:58,7/31/14 15:53,FALSE,0,1.69497558,0,FALSE,4,4,18,14,Saturday,Sunday,Wednesday,Thursday,8,30,2014,15,8,24,2014,12,7,30,2014,7,7,31,2014,15,1,30,23,0,1,1,0,1
6743,1611588971,Luxury young brand social ecom store (Canceled),"A social commerce online platform that discovers the most exclusive, cutting edge independent brands on todays market.",4000,0,canceled,luxury-young-brand-social-ecom-store,FALSE,GB,GBP,FALSE,1/5/15 15:00,12/10/14 4:37,4/10/14 4:17,11/24/14 15:03,FALSE,0,1.56592301,0,FALSE,7,7,17,13,Monday,Wednesday,Thursday,Monday,1,5,2015,15,12,10,2014,4,4,10,2014,4,11,24,2014,15,228,41,15,0,1,1,0,0
6744,1819655792,N/A (Canceled),,30000,619,canceled,teamstar-sports-community-development,FALSE,AU,AUD,TRUE,12/20/16 0:16,12/5/16 3:28,10/16/16 9:18,11/20/16 0:16,FALSE,6,0.73401229,454.3536075,FALSE,,,,,Tuesday,Monday,Sunday,Sunday,12,20,2016,0,12,5,2016,3,10,16,2016,9,11,20,2016,0,34,30,15,0,0,0,0,0
6745,1633565143,MOOC: Organization skills 101 for Adults with ADHD/ADD,Free online basic course for adults with Attention disorders to master organization skills for improving their quality of life,15000,212,canceled,mooc-organization-skills-101-for-adults-with-adhd,FALSE,US,USD,TRUE,4/30/16 20:19,4/8/16 6:13,3/26/16 18:29,3/31/16 9:30,FALSE,7,1,212,FALSE,8,6,19,13,Saturday,Friday,Saturday,Thursday,4,30,2016,20,4,8,2016,6,3,26,2016,18,3,31,2016,9,4,30,7,0,1,1,0,1
6746,1655961747,Missing Link - Phase 1: Stock Removal Calculator Amazon FBA,FBA® long-term storage charges are due Feb & Aug 15 each year. This software lets you make cost-effective removal decisions with ease.,1000,5,canceled,missing-link-phase-1-stock-removal-calculator-amaz,FALSE,GB,GBP,FALSE,2/13/16 16:48,2/9/16 12:41,1/13/16 11:18,1/27/16 18:08,FALSE,1,1.42328899,7.11644495,FALSE,10,10,22,18,Saturday,Tuesday,Wednesday,Wednesday,2,13,2016,16,2,9,2016,12,1,13,2016,11,1,27,2016,18,14,16,12,0,1,1,0,1
6747,1585136125,Perry Damone's Kidstar Gives Kids a Voice to the World.,Kidstar radio has engaged and empowered kids for 27 years. It's time to take this empowerment internationally and in a unique way.,250000,1010,canceled,perry-damones-kidstar-gives-kids-a-voice-to-the-wo,FALSE,US,USD,TRUE,10/14/14 12:29,10/7/14 18:42,8/10/14 11:25,9/4/14 12:29,FALSE,12,1,1010,FALSE,10,7,22,14,Tuesday,Tuesday,Sunday,Thursday,10,14,2014,12,10,7,2014,18,8,10,2014,11,9,4,2014,12,25,40,33,0,1,1,0,0
6748,1316283000,Public Step - Online world trading of intellectual products,The platform of the PublicStep.com is a worldwide online market of ideas and intellectual products.,100000,63583,canceled,public-step,FALSE,US,USD,TRUE,1/18/15 10:07,1/14/15 9:14,11/13/14 9:22,12/19/14 10:07,FALSE,62,1,63583,FALSE,9,8,15,9,Sunday,Wednesday,Thursday,Friday,1,18,2015,10,1,14,2015,9,11,13,2014,9,12,19,2014,10,36,30,25,0,1,1,0,1
6749,2112413079,PenniesMart: First Marketplace to Buy and Sell Micronews,"Buying and selling information can now be done on any smartphone, tablet or computer.  Make money or learn about a city on the go!",20000,10027.35,canceled,penniesmart-first-marketplace-to-buy-and-sell-micr,FALSE,GB,GBP,FALSE,4/23/15 22:16,3/31/15 11:13,11/11/14 13:12,3/9/15 22:16,FALSE,21,1.50383176,15079.4474,FALSE,8,6,24,12,Thursday,Tuesday,Tuesday,Monday,4,23,2015,22,3,31,2015,11,11,11,2014,13,3,9,2015,22,118,45,21,0,1,1,0,0
6750,1840036830,Social Networking A Democracy (Canceled),An account driven social networking site that is an experiment in a socialist democracy scheme where resources are shared equal by all.,1000000,0,canceled,social-networking-a-democracy,FALSE,US,USD,TRUE,7/14/15 8:37,5/31/15 11:34,5/14/15 0:46,5/15/15 8:37,FALSE,0,1,0,FALSE,5,5,22,14,Tuesday,Sunday,Thursday,Friday,7,14,2015,8,5,31,2015,11,5,14,2015,0,5,15,2015,8,1,60,16,0,1,1,0,0
6751,2052598588,Nuzol.com - peer-to-peer accommodation system. (Canceled),Nuzol.com will adopt the peer-to-peer model and apply it on MENA market.,10000,0,canceled,nuzolcom-peer-to-peer-accommodation-system,FALSE,US,USD,TRUE,11/30/14 9:34,11/2/14 19:53,10/21/14 17:12,10/31/14 9:34,FALSE,0,1,0,FALSE,6,6,12,7,Sunday,Sunday,Tuesday,Friday,11,30,2014,9,11,2,2014,19,10,21,2014,17,10,31,2014,9,9,30,2,0,1,1,0,1
6752,986064646,The Next Big Social Network - Hash Tag Chatting (Canceled),Ever used Twitter? Ever searched a hash tag to see what people are tweeting? Well now you can search a hash tag and chat!,25000,55,canceled,the-next-big-social-network-hash-tag-chatting,FALSE,US,USD,TRUE,7/16/15 14:01,6/17/15 18:20,5/4/15 7:59,6/16/15 14:01,FALSE,2,1,55,FALSE,10,10,24,15,Thursday,Wednesday,Monday,Tuesday,7,16,2015,14,6,17,2015,18,5,4,2015,7,6,16,2015,14,43,30,1,0,1,1,1,0
6753,395510731,eCadets: Help keep every online child safe (Canceled),"We empower kids to keep their friends safe online, through our 100% safe global playground. Innovative edtech with proven impact",27500,85,canceled,we-save-kids-lives-edtech-social-media,FALSE,GB,GBP,FALSE,12/16/15 14:53,11/29/15 1:52,11/16/15 11:04,11/16/15 14:53,FALSE,4,1.52350076,129.4975646,FALSE,8,8,20,15,Wednesday,Sunday,Monday,Monday,12,16,2015,14,11,29,2015,1,11,16,2015,11,11,16,2015,14,0,30,12,0,1,1,0,0
6754,2020315840,OSIRI.IO (Canceled),A platform that can transform websites into mobile apps. Join us in launching a revolutionary product!,15000,3343,canceled,osiriio,FALSE,US,USD,TRUE,5/2/15 13:26,4/23/15 13:19,2/24/15 13:32,4/2/15 13:26,FALSE,40,1,3343,FALSE,2,2,16,11,Saturday,Thursday,Tuesday,Thursday,5,2,2015,13,4,23,2015,13,2,24,2015,13,4,2,2015,13,36,30,20,0,1,1,0,1
6755,1028439016,@Chelt52 - Year 2! (Canceled),"52 weeks, 52 Tweeters: Sharing a different Cheltenham voice each week for a year. Year 1 was fab - we want to make Year 2 even better!",700,30,canceled,chelt52-year-2,FALSE,GB,GBP,FALSE,12/20/14 16:00,12/10/14 5:12,10/22/14 5:32,11/18/14 16:11,FALSE,2,1.57201066,47.1603198,FALSE,5,5,27,20,Saturday,Wednesday,Wednesday,Tuesday,12,20,2014,16,12,10,2014,5,10,22,2014,5,11,18,2014,16,27,31,21,0,1,1,1,1
6756,744762326,Stopping Loan Payback Fights Between Friends & Famillies,"Favorfloat is a place where friends, families, & lovers come to find some sense of security before providing money help to each other.",20000,50,canceled,stopping-loan-payback-fights-between-friends-and-f,FALSE,US,USD,TRUE,1/21/15 12:34,12/23/14 11:53,12/17/14 20:35,12/22/14 12:34,FALSE,1,1,50,FALSE,8,8,23,14,Wednesday,Tuesday,Wednesday,Monday,1,21,2015,12,12,23,2014,11,12,17,2014,20,12,22,2014,12,4,30,0,0,1,1,0,0
6757,2129681393,Planetcrowd - the first real social network (Canceled),"We create values! And by that we don´t mean money, but true values!",150000,21,canceled,planetcrowd-the-first-real-social-network,FALSE,DE,EUR,FALSE,7/11/15 8:46,5/31/15 13:07,5/5/15 14:09,5/27/15 8:46,FALSE,2,1.09502039,22.99542819,FALSE,8,7,13,9,Saturday,Sunday,Tuesday,Wednesday,7,11,2015,8,5,31,2015,13,5,5,2015,14,5,27,2015,8,21,45,4,0,0,0,0,1
6758,902989972,Virtual Vet: Pet Telehealth Revolution (Canceled),"Affordable, accessible online veterinary behavioural consultations and resources for pet owners to reduce pet surrender and euthanasia",9333,320,canceled,virtual-vet-telehealth-pet-revolution,FALSE,AU,AUD,TRUE,12/23/16 19:11,12/5/16 17:42,11/15/16 16:57,11/30/16 19:11,FALSE,5,0.74725124,239.1203968,FALSE,6,6,17,13,Friday,Monday,Tuesday,Wednesday,12,23,2016,19,12,5,2016,17,11,15,2016,16,11,30,2016,19,15,23,4,0,0,0,0,0
